03551372, 1.83579e+06, 244197
03551373, 1.83602e+06, 244065
03551374, 1.83618e+06, 244060
03551375, 1.83617e+06, 244020
03551376, 1.83618e+06, 244025
03551377, 1.83617e+06, 243801
03551378, 1.83634e+06, 244073
03551379, 1.83652e+06, 244093
03551380, 1.83667e+06, 244108
03551381, 1.83673e+06, 244045
03551382, 1.83682e+06, 243994
03551383, 1.83698e+06, 243907
03551383A, 1.83697e+06, 243900
03551384, 1.83692e+06, 243718
03551385, 1.83654e+06, 244133
03551385A, 1.83653e+06, 244137
03551386, 1.83653e+06, 244296
03551387, 1.83565e+06, 243980
03551388, 1.83581e+06, 244233
03551389, 1.83577e+06, 244466
03551390, 1.83538e+06, 244550
03551391, 1.83558e+06, 244419
03551392, 1.83564e+06, 242760
03551393, 1.83567e+06, 242904
03551394, 1.83608e+06, 242827
03551394A, 1.83608e+06, 242831
03551395, 1.83624e+06, 242933
035513A, 1.83583e+06, 242663
035514, 1.83622e+06, 242595
035515, 1.83659e+06, 242704
035516, 1.83687e+06, 242776
03551601, 1.83686e+06, 242812
03551602, 1.83696e+06, 242949
03551603, 1.83681e+06, 242833
03551604, 1.83669e+06, 242919
03551605, 1.83692e+06, 242726
035516A, 1.83687e+06, 242781
035517, 1.83694e+06, 242813
03551701, 1.83706e+06, 243015
03551702, 1.83707e+06, 243109
03551703, 1.83708e+06, 243196
03551704, 1.83692e+06, 243278
03551705, 1.83672e+06, 243251
03551706, 1.83676e+06, 243393
03551707, 1.83676e+06, 243397
03551708, 1.83745e+06, 243245
03551709, 1.83759e+06, 243291
03551709A, 1.8376e+06, 243285
03551710, 1.83777e+06, 243100
03551711, 1.83791e+06, 243233
03551712, 1.8381e+06, 242757
03551713, 1.83778e+06, 242794
03551714, 1.8378e+06, 243366
03551715, 1.83745e+06, 243544
03551716, 1.83749e+06, 243078
035517A, 1.83695e+06, 242818
035518, 1.83721e+06, 242864
03551801, 1.83723e+06, 243003
03551802, 1.83709e+06, 242555
03551803, 1.83704e+06, 242391
035519, 1.83732e+06, 242886
03552, 1.83469e+06, 240918
035520, 1.8376e+06, 242924
03552001, 1.83736e+06, 242849
0355201, 1.83467e+06, 240806
035520A, 1.8376e+06, 242922
035521, 1.83814e+06, 242872
035522, 1.8382e+06, 242860
035523, 1.83836e+06, 242862
035524, 1.83867e+06, 242867
035524A, 1.83868e+06, 242867
035525, 1.83888e+06, 242868
03552501, 1.83903e+06, 242903
03552502, 1.8392e+06, 242913
03552502A, 1.83921e+06, 242914
03552503, 1.83938e+06, 242931
03552503A, 1.83937e+06, 242930
03552504, 1.83931e+06, 242910
03552505, 1.83949e+06, 243045
03552506, 1.83959e+06, 243178
03552507, 1.83935e+06, 242779
03552508, 1.83929e+06, 242685
03552509, 1.83924e+06, 242960
03552510, 1.83969e+06, 242963
03552510A, 1.83969e+06, 242959
03552511, 1.83969e+06, 242687
03552511A, 1.83969e+06, 242685
03552512, 1.83987e+06, 242554
03552513, 1.84017e+06, 243009
03552514, 1.84029e+06, 243024
03552514A, 1.84029e+06, 243027
03552515, 1.84017e+06, 243092
03552516, 1.84048e+06, 243129
03552517, 1.84014e+06, 243139
03552518, 1.84007e+06, 243362
03552519, 1.84021e+06, 243309
03552520, 1.84042e+06, 243383
03552521, 1.84042e+06, 243522
03552522, 1.84008e+06, 243539
03552523, 1.84044e+06, 243685
03552524, 1.84015e+06, 243681
03552525, 1.84023e+06, 243754
03552526, 1.84017e+06, 243885
03552527, 1.84001e+06, 243838
03552528, 1.83987e+06, 243587
03552529, 1.83988e+06, 243153
03552530, 1.84037e+06, 243878
03552531, 1.8404e+06, 243841
03552532, 1.84029e+06, 242928
03552533, 1.84056e+06, 242677
03552534, 1.84063e+06, 242586
03552534A, 1.84062e+06, 242586
03552535, 1.84056e+06, 242587
03552536, 1.84034e+06, 242457
03552537, 1.84031e+06, 242904
03552537A, 1.84031e+06, 242900
03552538, 1.84025e+06, 242692
03552539, 1.83998e+06, 242555
03552540, 1.84056e+06, 242984
03552541, 1.84025e+06, 242919
03552541A, 1.84024e+06, 242917
03552542, 1.84016e+06, 242857
03552543, 1.83991e+06, 242815
03552544, 1.84003e+06, 242921
03552545, 1.84065e+06, 243039
03552546, 1.84066e+06, 242891
03552547, 1.84073e+06, 242931
03552547A, 1.84074e+06, 242933
03552548, 1.84077e+06, 242952
03552549, 1.84081e+06, 243164
03552550, 1.84088e+06, 243207
03552551, 1.84073e+06, 243136
03552552, 1.84073e+06, 243188
03552553, 1.841e+06, 243019
03552553A, 1.841e+06, 243011
03552554, 1.841e+06, 242790
03552555, 1.841e+06, 242591
03552555A, 1.841e+06, 242592
03552556, 1.84113e+06, 242635
03552557, 1.84136e+06, 242693
03552558, 1.84149e+06, 242776
03552559, 1.84167e+06, 242840
03552560, 1.84185e+06, 242936
03552561, 1.841e+06, 242353
03552562, 1.841e+06, 242208
03552563, 1.84092e+06, 242208
03552564, 1.84069e+06, 242211
03552565, 1.84053e+06, 242055
03552566, 1.8403e+06, 241839
03552567, 1.84026e+06, 241720
03552568, 1.84019e+06, 241521
03552569, 1.84092e+06, 242618
03552570, 1.84092e+06, 242625
03552571, 1.84119e+06, 243053
03552571A, 1.84119e+06, 243060
03552572, 1.84118e+06, 243278
03552573, 1.84141e+06, 243094
03552574, 1.84147e+06, 243184
03552575, 1.84173e+06, 243197
03552576, 1.84181e+06, 243172
03552577, 1.84182e+06, 243321
03552578, 1.84183e+06, 243458
03552578A, 1.84182e+06, 243455
03552579, 1.84183e+06, 243509
03552579A, 1.84183e+06, 243513
03552580, 1.84183e+06, 243566
03552580A, 1.84183e+06, 243573
03552581, 1.84181e+06, 243749
03552582, 1.84163e+06, 243862
03552583, 1.84149e+06, 243754
03552584, 1.84146e+06, 243756
03552584A, 1.84145e+06, 243757
03552585, 1.84143e+06, 243758
03552586, 1.84148e+06, 243750
03552587, 1.84135e+06, 243641
03552588, 1.84124e+06, 243611
03552589, 1.84112e+06, 243602
03552590, 1.84118e+06, 243383
03552591, 1.84132e+06, 243309
03552592, 1.84149e+06, 243430
03552593, 1.84115e+06, 243648
03552594, 1.84108e+06, 243596
03552595, 1.84092e+06, 243592
03552596, 1.84095e+06, 243587
03552597, 1.84079e+06, 243587
03552598, 1.84148e+06, 243755
03552599, 1.84115e+06, 243811
035526, 1.83889e+06, 242797
03552600, 1.84105e+06, 244118
03552600A, 1.84104e+06, 244122
03552601, 1.83898e+06, 243198
03552602, 1.84096e+06, 244190
03552603, 1.84105e+06, 243843
03552604, 1.84062e+06, 244018
03552605, 1.84065e+06, 244052
03552605A, 1.84065e+06, 244057
03552606, 1.84064e+06, 244163
03552607, 1.84071e+06, 244027
03552608, 1.8398e+06, 244337
03552609, 1.83995e+06, 244827
03552610, 1.84051e+06, 244738
03552611, 1.84056e+06, 244734
03552612, 1.84081e+06, 244826
03552613, 1.84109e+06, 244705
03552614, 1.841e+06, 244566
03552615, 1.84e+06, 244843
03552616, 1.84022e+06, 244861
03552617, 1.84021e+06, 244567
03552618, 1.84039e+06, 244373
03552619, 1.83997e+06, 244515
03552620, 1.83964e+06, 244753
03552621, 1.83971e+06, 245025
03552622, 1.84133e+06, 243793
03552623, 1.8415e+06, 243754
03552624, 1.84152e+06, 243753
03552625, 1.84152e+06, 244015
03552626, 1.84151e+06, 244045
03552627, 1.84122e+06, 244067
03552628, 1.84149e+06, 244275
03552629, 1.84167e+06, 243372
03552630, 1.8417e+06, 243536
03552631, 1.84184e+06, 243179
03552631A, 1.84184e+06, 243180
03552632, 1.84192e+06, 243018
03552633, 1.84198e+06, 242915
03552634, 1.84219e+06, 242562
03552635, 1.84249e+06, 242560
03552635A, 1.84249e+06, 242553
03552636, 1.84247e+06, 242354
03552637, 1.84245e+06, 241969
03552638, 1.84219e+06, 242430
03552639, 1.84185e+06, 243384
03552639A, 1.84185e+06, 243387
03552640, 1.84191e+06, 243417
03552641, 1.8419e+06, 243269
03552641A, 1.8419e+06, 243268
03552642, 1.84215e+06, 243214
03552643, 1.84233e+06, 243175
03552644, 1.84249e+06, 243169
03552644A, 1.84249e+06, 243174
03552645, 1.84244e+06, 243169
03552646, 1.84244e+06, 242902
035527, 1.83888e+06, 242737
035527A, 1.83888e+06, 242733
035528, 1.83888e+06, 242665
035529, 1.83887e+06, 242481
03552901, 1.83882e+06, 242479
03552902, 1.83852e+06, 242474
035529A, 1.83886e+06, 242481
03552A, 1.83469e+06, 240917
03553, 1.83471e+06, 241078
035530, 1.83887e+06, 242440
0355301, 1.83468e+06, 241329
0355302, 1.8346e+06, 241406
035531, 1.83889e+06, 242236
035532, 1.83896e+06, 242035
03553201, 1.8391e+06, 242053
03553202, 1.8391e+06, 242250
03553203, 1.83932e+06, 242236
03553203A, 1.83932e+06, 242233
03553204, 1.83937e+06, 242162
03553205, 1.83956e+06, 242027
03553206, 1.83941e+06, 242245
03553207, 1.83892e+06, 241991
03553207A, 1.83892e+06, 241987
03553208, 1.83888e+06, 241943
03553209, 1.83848e+06, 241987
03553210, 1.83834e+06, 241938
035532A, 1.83896e+06, 242036
035533, 1.83898e+06, 241827
03553301, 1.83868e+06, 241678
03553302, 1.83841e+06, 241546
03553303, 1.83822e+06, 241456
03553304, 1.83822e+06, 241593
03553305, 1.83822e+06, 241788
03553306, 1.83822e+06, 242130
03553307, 1.83812e+06, 241409
03553307A, 1.83812e+06, 241410
03553308, 1.83821e+06, 241426
03553309, 1.83794e+06, 241321
03553310, 1.83794e+06, 241552
03553311, 1.83778e+06, 241550
03553312, 1.83768e+06, 241194
03553313, 1.83747e+06, 241094
03553314, 1.83716e+06, 240944
03553315, 1.8369e+06, 240865
03553316, 1.83667e+06, 240794
03553317, 1.83648e+06, 240733
03553318, 1.83618e+06, 240647
03553319, 1.83619e+06, 240990
03553320, 1.83618e+06, 241254
03553321, 1.83634e+06, 241253
03553322, 1.83618e+06, 241295
03553323, 1.83715e+06, 241296
03553324, 1.83715e+06, 241303
03553325, 1.83715e+06, 241503
03553326, 1.83715e+06, 241751
03553326A, 1.83714e+06, 241756
03553327, 1.83715e+06, 241804
03553328, 1.83716e+06, 241994
03553329, 1.83716e+06, 242098
03553330, 1.83707e+06, 242094
03553331, 1.83687e+06, 242094
03553332, 1.83667e+06, 242094
03553333, 1.83648e+06, 242094
03553334, 1.83697e+06, 241751
03553335, 1.8368e+06, 241496
03553336, 1.83717e+06, 240748
03553337, 1.83717e+06, 240495
03553337A, 1.83717e+06, 240499
03553338, 1.83744e+06, 240746
03553339, 1.83718e+06, 240194
03553340, 1.83721e+06, 239889
03553341, 1.83721e+06, 239708
03553342, 1.83729e+06, 239515
03553343, 1.83737e+06, 239400
03553344, 1.8376e+06, 239420
03553345, 1.83786e+06, 239343
03553346, 1.83908e+06, 241826
035533A, 1.83898e+06, 241824
035534, 1.83897e+06, 241591
035535, 1.83896e+06, 241440
035536, 1.83895e+06, 241283
03553601, 1.83876e+06, 241267
03553602, 1.83921e+06, 241280
03553603, 1.83921e+06, 241287
03553604, 1.83944e+06, 241282
03553605, 1.83964e+06, 241283
03553606, 1.83962e+06, 241515
03553607, 1.83959e+06, 241705
03553608, 1.83975e+06, 241283
03553609, 1.83974e+06, 241290
035536A, 1.83894e+06, 241283
035537, 1.8389e+06, 241133
035538, 1.83885e+06, 240956
03553801, 1.83876e+06, 240953
03553802, 1.83859e+06, 240949
03553803, 1.83844e+06, 240946
03553804, 1.83822e+06, 240940
03553805, 1.83796e+06, 240932
03553806, 1.83783e+06, 240849
03553807, 1.83783e+06, 240649
03553808, 1.83769e+06, 240647
03553809, 1.83822e+06, 240830
035538A, 1.83884e+06, 240956
035539, 1.8388e+06, 240816
03554, 1.83493e+06, 241122
035540, 1.83878e+06, 240643
03554001, 1.83858e+06, 240643
03554002, 1.83888e+06, 240643
03554003, 1.83917e+06, 240629
03554004, 1.8395e+06, 240634
03554005, 1.8395e+06, 240639
03554006, 1.83959e+06, 240636
03554007, 1.83981e+06, 240640
03554008, 1.8398e+06, 240360
03554009, 1.83981e+06, 240800
035540A, 1.83878e+06, 240648
035541, 1.83878e+06, 240480
035542, 1.83881e+06, 240337
03554201, 1.83848e+06, 240331
03554202, 1.83819e+06, 240326
035542A, 1.8388e+06, 240337
035543, 1.83883e+06, 240204
03554301, 1.83895e+06, 240126
03554301A, 1.83895e+06, 240130
03554302, 1.83908e+06, 240126
03554303, 1.83908e+06, 240132
03554304, 1.83933e+06, 240127
03554305, 1.83959e+06, 240127
035543A, 1.83883e+06, 240198
035544, 1.83887e+06, 239980
03554401, 1.83889e+06, 239931
03554401A, 1.83889e+06, 239939
03554402, 1.83896e+06, 239971
03554403, 1.83921e+06, 240013
03554404, 1.83921e+06, 240019
03554405, 1.83889e+06, 239897
03554406, 1.83879e+06, 239238
03554407, 1.83876e+06, 239266
03554408, 1.83882e+06, 239514
03554409, 1.83882e+06, 239519
03554410, 1.83868e+06, 239219
03554410A, 1.83867e+06, 239219
03554411, 1.83847e+06, 239210
03554411A, 1.83847e+06, 239215
03554412, 1.83843e+06, 239541
03554413, 1.83863e+06, 239128
03554414, 1.83879e+06, 239177
03554414A, 1.8388e+06, 239177
03554415, 1.83892e+06, 239180
03554416, 1.83919e+06, 239184
03554417, 1.83919e+06, 239188
03554418, 1.83963e+06, 239189
03554419, 1.83965e+06, 239001
035545, 1.83871e+06, 239251
035546, 1.83868e+06, 239102
035546A, 1.83868e+06, 239094
035547, 1.83863e+06, 238957
035548, 1.83859e+06, 238770
03554801, 1.83885e+06, 238755
03554802, 1.83907e+06, 238746
03554803, 1.83932e+06, 238732
03554804, 1.83934e+06, 238542
03554805, 1.83935e+06, 238335
03554806, 1.83936e+06, 238253
03554806A, 1.83936e+06, 238249
03554807, 1.83942e+06, 238184
03554808, 1.83926e+06, 238167
03554809, 1.83954e+06, 238169
03554810, 1.83969e+06, 238095
035548A, 1.83859e+06, 238770
035549, 1.83859e+06, 238514
03554901, 1.83859e+06, 238418
03554902, 1.83877e+06, 238450
03554903, 1.83798e+06, 238591
03554904, 1.83794e+06, 238574
03554905, 1.83777e+06, 238732
03554906, 1.83777e+06, 238738
03554907, 1.83772e+06, 238366
03554908, 1.83755e+06, 238096
03554909, 1.83755e+06, 238103
03554910, 1.83752e+06, 237972
03554911, 1.83752e+06, 237977
03554912, 1.83761e+06, 237742
03554913, 1.83762e+06, 238214
03554914, 1.83737e+06, 238507
03554915, 1.83736e+06, 238512
03554916, 1.83707e+06, 238730
03554917, 1.83707e+06, 238737
035549A, 1.83859e+06, 238510
03555, 1.83496e+06, 241198
035550, 1.8386e+06, 238371
0355501, 1.83506e+06, 241170
0355502, 1.83525e+06, 241070
0355503, 1.83544e+06, 240966
0355504, 1.8355e+06, 240992
0355505, 1.83564e+06, 241136
0355506, 1.83582e+06, 241302
035551, 1.83861e+06, 238226
035552, 1.83861e+06, 238096
035553, 1.83862e+06, 237984
035554, 1.83862e+06, 237900
035555, 1.83863e+06, 237790
03555501, 1.83876e+06, 237792
03555501A, 1.83877e+06, 237792
03555502, 1.83898e+06, 237793
03555503, 1.83927e+06, 237799
03555504, 1.83956e+06, 237803
035556, 1.83863e+06, 237681
03555601, 1.83859e+06, 237680
03555601A, 1.83858e+06, 237675
03555602, 1.83851e+06, 237615
03555603, 1.83819e+06, 237733
03555604, 1.83793e+06, 237808
035557, 1.83864e+06, 237508
03555701, 1.83836e+06, 237519
03555702, 1.83789e+06, 237509
03555703, 1.83767e+06, 237383
03555704, 1.83753e+06, 237343
035557A, 1.83863e+06, 237508
035558, 1.83865e+06, 237298
035559, 1.83866e+06, 236940
03555A, 1.83496e+06, 241196
03556, 1.83506e+06, 241331
035560, 1.83867e+06, 236762
03557, 1.83515e+06, 241507
03558, 1.83502e+06, 241828
0355801, 1.83493e+06, 241858
03559, 1.83512e+06, 241965
0355901, 1.83505e+06, 242162
0355902, 1.83469e+06, 242245
0355903, 1.83452e+06, 242412
0355904, 1.8343e+06, 242602
0355905, 1.83372e+06, 241949
0355906, 1.83433e+06, 242726
0355906A, 1.83434e+06, 242732
0355907, 1.83451e+06, 242942
0355908, 1.8342e+06, 243046
0355908A, 1.8342e+06, 243051
0355909, 1.83431e+06, 243226
0355910, 1.83433e+06, 243278
0355911, 1.8343e+06, 243263
0355912, 1.83423e+06, 243711
0355913, 1.83424e+06, 243760
0355914, 1.83414e+06, 243698
0355915, 1.83393e+06, 244101
0355916, 1.83387e+06, 244235
0355917, 1.83361e+06, 244106
0355918, 1.8339e+06, 244130
0355919, 1.83434e+06, 243389
0355920, 1.83402e+06, 243091
0355921, 1.83402e+06, 243052
0355921A, 1.83402e+06, 243047
0355922, 1.83399e+06, 242986
0355923, 1.83378e+06, 243213
0355924, 1.8335e+06, 243485
0355924A, 1.83349e+06, 243491
0355925, 1.83344e+06, 243548
0355926, 1.83358e+06, 243392
0355927, 1.83358e+06, 243401
0355928, 1.83344e+06, 243596
0355929, 1.83368e+06, 243430
0355930, 1.83326e+06, 243666
0355930A, 1.83326e+06, 243660
0355931, 1.8333e+06, 243434
0355932, 1.8334e+06, 243038
0355933, 1.83307e+06, 243745
0355933A, 1.83307e+06, 243751
0355934, 1.83293e+06, 243986
0355935, 1.83287e+06, 244248
0355936, 1.83287e+06, 243920
0355937, 1.83267e+06, 243691
0355938, 1.83316e+06, 243862
0355939, 1.8329e+06, 243630
0355939A, 1.8329e+06, 243630
0355940, 1.83294e+06, 243629
0355941, 1.83304e+06, 243360
0355942, 1.83303e+06, 243152
0355943, 1.83271e+06, 243513
0355944, 1.83463e+06, 243091
0355945, 1.83475e+06, 243249
0355946, 1.83474e+06, 243091
0355947, 1.83485e+06, 242846
0355948, 1.83487e+06, 242751
0355949, 1.8352e+06, 241784
0355949A, 1.83521e+06, 241784
0355950, 1.83541e+06, 241782
0355951, 1.83566e+06, 241780
0355952, 1.83543e+06, 241710
0355953, 1.83543e+06, 241598
0356901, 1.8346e+06, 241412
0356902, 1.83323e+06, 242281
SourceBus, 1.83448e+06, 240894
