Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"03552563", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03552564", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03552565", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03552566", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03552567", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03552568", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03552570", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03552573", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"03552571A", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03552572", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03552574", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"03552575", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"03552576", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"03552577", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"03552631", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552578", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552579", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552578A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552629", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552579A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552580", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552580A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552581", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552582", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552583", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552584", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552584A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552585", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552586", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552598", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552622", 12, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552623", 12, 1,    6928.63,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552587", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552588", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552589", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552590", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552593", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552594", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552595", 12, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552591", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552592", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552596", 12, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552597", 12, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552599", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552600", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552603", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552604", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552601", 12, 1,    6928.61,    0.0,    1.0001, 2,    6928.65, -120.0,    1.0001, 3,    6928.54,  120.0,         1
"035527", 12, 1,    6928.61,    0.0,    1.0001, 2,    6928.65, -120.0,    1.0001, 3,    6928.54,  120.0,         1
"03552600A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552602", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552605", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03552607", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552608", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552605A", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03552606", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03552609", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552619", 12, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552610", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552615", 12, 1,    6928.63,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552617", 12, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552611", 12, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552612", 12, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552613", 12, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552614", 12, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552616", 12, 1,    6928.63,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552618", 12, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552620", 12, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552621", 12, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552624", 12, 1,    6928.63,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552625", 12, 1,    6928.63,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552626", 12, 1,    6928.63,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552628", 12, 1,    6928.63,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552627", 12, 1,    6928.63,    0.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552630", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03552631A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552632", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552639", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552633", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552634", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552635", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552638", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552635A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552636", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552637", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552641", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552639A", 12, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552640", 12, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0, 0, 0, 0, 0
"03552641A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552642", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552643", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552644", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552644A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552645", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03552646", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"035527A", 12, 1,    6928.61,    0.0,    1.0001, 2,    6928.65, -120.0,    1.0001, 3,    6928.54,  120.0,         1
"035528", 12, 1,    6928.61,    0.0,    1.0001, 2,    6928.65, -120.0,    1.0001, 3,    6928.54,  120.0,         1
"035529", 12, 1,    6928.62,    0.0,    1.0001, 2,    6928.65, -120.0,    1.0001, 3,    6928.54,  120.0,         1
"035530", 12, 1,    6928.62,    0.0,    1.0001, 2,    6928.65, -120.0,    1.0001, 3,    6928.54,  120.0,         1
"03552901", 12, 2,    6928.65, -120.0,    1.0001, 3,    6928.54,  120.0,         1, 0, 0, 0, 0
"03552902", 12, 2,    6928.65, -120.0,    1.0001, 3,    6928.54,  120.0,         1, 0, 0, 0, 0
"035529A", 12, 2,    6928.65, -120.0,    1.0001, 3,    6928.54,  120.0,         1, 0, 0, 0, 0
"03552A", 12, 1,    6928.48,    0.0,         1, 2,     6928.5, -120.0,         1, 3,    6928.43,  120.0,         1
"0355201", 12, 1,    6928.48,    0.0,         1, 2,     6928.5, -120.0,         1, 3,    6928.43,  120.0,         1
"03553", 12, 1,    6928.48,    0.0,         1, 2,    6928.51, -120.0,         1, 3,    6928.44,  120.0,         1
"0355301", 12, 1,    6928.48,    0.0,         1, 2,    6928.51, -120.0,         1, 3,    6928.44,  120.0,         1
"03554", 12, 1,    6928.49,    0.0,         1, 2,    6928.52, -120.0,         1, 3,    6928.44,  120.0,         1
"035531", 12, 1,    6928.62,    0.0,    1.0001, 2,    6928.65, -120.0,    1.0001, 3,    6928.54,  120.0,         1
"0355302", 12, 1,    6928.48,    0.0,         1, 2,    6928.51, -120.0,         1, 3,    6928.44,  120.0,         1
"035532", 12, 1,    6928.62,    0.0,    1.0001, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1
"03553207", 12, 1,    6928.62,    0.0,    1.0001, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1
"035533", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1
"03553201", 12, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553202", 12, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553203", 12, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553203A", 12, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553204", 12, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553205", 12, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553206", 12, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553207A", 12, 1,    6928.62,    0.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553208", 12, 1,    6928.62,    0.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553209", 12, 1,    6928.62,    0.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553210", 12, 1,    6928.62,    0.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"035532A", 12, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1, 0, 0, 0, 0
"03553346", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.66, -120.0,    1.0001, 0, 0, 0, 0
"035534", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1
"03553301", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.66, -120.0,    1.0001, 0, 0, 0, 0
"03553302", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553303", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553304", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553307", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553305", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553306", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553309", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553307A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553308", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553310", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553312", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553311", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553313", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553314", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553315", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553323", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553336", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553316", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553317", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553318", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553319", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553320", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553321", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553322", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553324", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553325", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553326", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553327", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553326A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553334", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553328", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553329", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553330", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553331", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553332", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553333", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553335", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553337", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553339", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553337A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553338", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553340", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553341", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553342", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553343", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553344", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03553345", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"035533A", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,         1
"035535", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"035536", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.66, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"035537", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"03553602", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553603", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553604", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553605", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553606", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553608", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553607", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553609", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"035536A", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"03553601", 12, 1,    6928.63,    0.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"035538", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001
"035539", 12, 1,    6928.63,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03553801", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553802", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553803", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553804", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553805", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553809", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553806", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553807", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03553808", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"035538A", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.55,  120.0,    1.0001, 0, 0, 0, 0
"035540", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03555", 12, 1,    6928.49,    0.0,         1, 2,    6928.52, -120.0,         1, 3,    6928.45,  120.0,         1
"035541", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554002", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554003", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554004", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554005", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554006", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554007", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554008", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554009", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"035540A", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"03554001", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 0, 0, 0, 0
"035542", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"035543", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554201", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554202", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"035542A", 12, 1,    6928.64,    0.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554301", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554301A", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554302", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554303", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554304", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"03554305", 12, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001, 0, 0, 0, 0
"035543A", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"035544", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"03554401", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
"035545", 12, 1,    6928.64,    0.0,    1.0001, 2,    6928.67, -120.0,    1.0001, 3,    6928.56,  120.0,    1.0001
